AreaID|ManagedAreaName|Year|ParameterName|ShellType|SizeClass|HabitatType|N_Data|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
21|Indian River-Malabar to Vero Beach Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|66|25|71|44|45.6212121212121|11.9431540113543|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
21|Indian River-Malabar to Vero Beach Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells||Natural|19|14|24|18|17.421052631579|2.77520348550605|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2016|ShellHeight_mm|Dead Oyster Shells||Natural|37|5|96|31|34.0540540540541|20.2538692406962|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|4|81|94|84.5|86|6.27162924074226|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|73|25|70|40|43.1780821917808|12.7009869102031|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells||Natural|16|7|24|20|18.25|4.9598387070549|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2017|ShellHeight_mm|Dead Oyster Shells||Natural|140|5|89.5|36|39.1928571428571|18.1810029832198|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|6|75|95|88.5|86.5833333333333|6.75586165242204|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|143|25|74|41|44.0367132867133|12.7799964059278|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells||Natural|62|6|24.5|17.25|16.4516129032258|5.56663043546782|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|90|75.09|125.69|85.085|88.7348888888889|12.306783663688|Historical Oyster Body Size (HOBS) Study|5035
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|1506|25|74.86|35.065|38.8865338645418|12.3774644784301|Historical Oyster Body Size (HOBS) Study|5035
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells||Natural|1077|5|96|21.7|22.8518477251625|9.70087320366542|Historical Oyster Body Size (HOBS) Study, Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016, 5035
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|21|75|109|83|85|9.82980162566875|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|315|25|74|42|43.752380952381|13.0206457462981|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells||Natural|193|4|24|18|16.3549222797927|5.28704087044947|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2019|ShellHeight_mm|Dead Oyster Shells||Natural|115|9|97|41|41.3130434782609|18.7856632612415|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|22|77|110|82.5|84.6363636363637|8.06843027481598|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|204|26|74|46|47.375|12.9805770970862|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells||Natural|42|8|24|19|17.5238095238095|4.72274256430388|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2021|ShellHeight_mm|Dead Oyster Shells||Natural|194|0|89|44|43.3505154639175|14.3491194054616|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2021|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|275|25|74|42|42.4472727272727|10.4623038059979|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2021|ShellHeight_mm|Live Oyster Shells||Natural|40|0|24|19|19.425|4.1626390790656|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2022|ShellHeight_mm|Dead Oyster Shells||Natural|101|14|79|45|44.9306930693069|14.3918431243136|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|5|75|113|81|85.6|15.6780100778128|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|133|25|74|44|45.4135338345865|11.3392104767302|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells||Natural|43|12|24|21|19.3720930232558|3.25154363205242|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2023|ShellHeight_mm|Dead Oyster Shells||Natural|36|0|80|47|44.4722222222222|18.1619478362413|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2023|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|6|77|95|82.5|83.5|7.14842640026461|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2023|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|163|25|74|43|44.9815950920245|13.2550816682723|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2023|ShellHeight_mm|Live Oyster Shells||Natural|39|0|24|18|16.2564102564103|5.77069706962389|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2024|ShellHeight_mm|Dead Oyster Shells||Natural|79|15|83|51|49.873417721519|14.179587249976|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2024|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|4|78|81|78|78.75|1.5|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2024|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|244|25|72|43|44.6311475409836|12.2055110130323|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2024|ShellHeight_mm|Live Oyster Shells||Natural|25|15|24|20|19.4|2.64575131106459|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2016|ShellHeight_mm|Dead Oyster Shells||Natural|56|5|109|46|49.0714285714286|26.0648541790785|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|30|25|58|42|41.4666666666667|9.09995579122772|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells||Natural|20|7|21|15|14.35|4.70470089658373|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2017|ShellHeight_mm|Dead Oyster Shells||Natural|50|11|80|25.05|32.23|17.8139735337522|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|49|25|59.5|31|35.2857142857143|10.1671652883191|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells||Natural|52|9|24.9|17.5|17.7423076923077|4.85985338897097|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells||Natural|30|15|61|30|31.7|12.1005841979234|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|20|25|72|34.5|36.5|9.85953986328923|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells||Natural|10|10|21|19|16.8|4.26354052141853|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2019|ShellHeight_mm|Dead Oyster Shells||Natural|25|8|86|32|36.8|20.7484939212464|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|30|28|58|36|38.0666666666667|7.26319647183702|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells||Natural|3|11|24|22|19|7|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
25|Lemon Bay Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|38|75.03|108.23|79.43|82.0718421052632|7.39684478214544|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|2029|25|74.19|37.91|40.2585510103499|11.5518859885087|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells||Natural|870|11.15|24.96|21.31|20.9765977011494|2.75257622381086|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|152|25|60|32|34.4473684210526|8.37118162332247|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells||Natural|146|4|24|17|15.9315068493151|5.33001589471212|Historical Oyster Body Size (HOBS) Study|5035
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|ShellHeight_mm|Dead Oyster Shells||Natural|708|5|130|50|49.569209039548|24.4035963437332|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|158|75|150|80|84.7151898734177|10.0673475922577|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|906|25|70|50|47.3245033112583|13.6402312008115|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|ShellHeight_mm|Live Oyster Shells||Natural|295|5|20|15|14.9762711864407|5.0165826709938|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|ShellHeight_mm|Dead Oyster Shells||Natural|1333|4|125|45|46.3683420855214|18.7543417202622|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|120|75|118|80|82.5416666666667|7.59134384681396|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|2559|25|74|45|45.6869871043376|12.3912040461483|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2013|ShellHeight_mm|Live Oyster Shells||Natural|734|2|24|15|14.858310626703|5.77609321287223|Loxahatchee River Oyster Mapping and Recruitment|4014
29|Mosquito Lagoon Aquatic Preserve|2015|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|343|75|136|84|86.3795918367347|10.0032826692242|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2015|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|1384|25|74.9|48.45|48.5261560693642|14.2549148746699|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2015|ShellHeight_mm|Live Oyster Shells||Natural|505|1|24.9|16|13.959603960396|7.48623285655235|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|291|75|120|84|86.4192439862543|9.99117752779869|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|1920|25|74|45|46.628125|13.776381319359|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells||Natural|345|2|24|20|17.8289855072464|5.70059925066215|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|144|75|164.3|84.35|89.9034722222222|16.4200517583677|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|1100|25|74.9|44.2|45.6895454545455|13.1024454292442|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells||Natural|206|4.7|24.9|19|17.9053398058252|5.17520548724283|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
48|Nature Coast Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|56|75.11|97.01|80.975|82.1875|6.51279391240461|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data|5070
48|Nature Coast Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|478|25.09|73.96|48.28|49.6456276150628|12.6144339609251|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data|5070
48|Nature Coast Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells||Natural|25|14.36|24.67|20.33|20.4436|2.74999527272321|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data|5070
48|Nature Coast Aquatic Preserve|2021|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|1|81|81|81|81||Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
48|Nature Coast Aquatic Preserve|2021|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|153|25|74|40|43.4313725490196|12.431266134589|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
48|Nature Coast Aquatic Preserve|2021|ShellHeight_mm|Live Oyster Shells||Natural|56|5|24|15|15.5178571428571|5.28803476617842|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
34|Pine Island Sound Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|8|75.26|87.94|77.485|79.07125|4.21379854932408|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|198|25.68|74.93|50.885|49.9360101010101|12.2375325031803|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells||Natural|16|3.94|24.69|14.33|14.195625|7.44740757467546|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells||Restored|1325|0|22|6.81|7.21329056603774|2.75400960824489|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|7|75.41|97.36|80.2|83.0714285714286|8.47303847225899|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|7|75.39|86.86|78.37|79.1971428571429|4.00987827864186|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|222|25.23|73.17|40.215|41.9879279279279|10.8008077138148|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|172|25.1|73.18|32.18|36.7723255813954|12.2918867526576|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells||Natural|117|0|24.91|16.36|15.6662393162393|6.75989666908576|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells||Restored|250|4.88|24.97|19.05|18.75192|4.18963862413015|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|24|75.85|106.36|82.42|84.03125|8.45437129665708|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|6|79.46|104.1|92.015|91.8583333333333|12.809484637044|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|217|25.06|74.2|43.46|45.9973732718894|14.4175736713345|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|195|25.3|74.69|47.06|47.3584102564103|12.5760550595865|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells||Natural|170|6.28|24.95|16.9|16.9764705882353|4.5762994289739|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells||Restored|150|5.34|24.91|16.765|16.4554666666667|4.48675943008372|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|11|77.02|102.48|86.74|88.91|7.67605106809485|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|112|25.02|67.26|34.99|37.0811607142857|9.47169436458443|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|19|26.26|71.57|62.54|55.9905263157895|13.2985732207482|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells||Natural|43|6.56|24.79|20.01|19.0032558139535|4.67888454397608|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells||Restored|13|13.9|24.93|19.69|19.7130769230769|3.17497345032307|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2020|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|6|75.6|84.87|77.125|79.13|3.93471218769556|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2020|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|2|106.87|116.62|111.745|111.745|6.89429111656884|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2020|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|206|25.09|70.81|43.37|44.0749029126214|11.8628473421729|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2020|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|20|25.33|42.72|30.11|30.665|4.47421795577612|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2020|ShellHeight_mm|Live Oyster Shells||Natural|116|4.5|24.88|17.09|16.7578448275862|4.89960740326681|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2020|ShellHeight_mm|Live Oyster Shells||Restored|48|9.48|24.42|18.425|17.94|4.34525028047867|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2021|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|1|75.22|75.22|75.22|75.22||SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2021|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|54|25|66.58|37.51|38.6238888888889|10.3909433382691|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2021|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|11|25.47|43.51|28.93|30.58|6.06463189319846|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2021|ShellHeight_mm|Live Oyster Shells||Natural|39|3.85|24.33|17.65|17.1453846153846|4.46716019893119|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2021|ShellHeight_mm|Live Oyster Shells||Restored|21|9.72|24.67|16.87|17.1433333333333|4.4455048457215|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|3|77.99|90.98|85.88|84.95|6.54474598437556|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|1|94.5|94.5|94.5|94.5||SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|81|25.08|74.7|45.16|43.9343209876543|14.9384151550852|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|7|26.2|43.84|27.93|30.8914285714286|6.37437952162517|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells||Natural|105|5.01|24.95|16.91|16.1433333333333|5.16467414019113|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells||Restored|6|10.02|24.44|19.69|18.7883333333333|5.04187432079248|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2023|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|4|81.977|98.714|87.9595|89.1525|6.97153318861784|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2023|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|134|25.01|72.074|37.959|40.8780746268657|12.9509272032145|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2023|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|7|25.984|37.878|29.856|31.0445714285714|4.94052156009002|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2023|ShellHeight_mm|Live Oyster Shells||Natural|129|5.561|24.853|18.019|17.203023255814|4.75897498066994|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2023|ShellHeight_mm|Live Oyster Shells||Restored|18|9.633|22.278|15.392|15.4161666666667|3.69572610472915|SCCF Oyster Restoration Monitoring|4012
35|Pinellas County Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|7|75|85|80|80.4285714285714|3.40867241298539|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|347|25|74|40|41.0864553314121|11.6821347646364|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells||Natural|170|4|24|16|15.4235294117647|5.96017646096786|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|2|79|81|80|80|1.4142135623731|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|644|25|70|38|39.0248447204969|10.389131963829|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
